count.C1,count.C2,count.C3,count.T1,count.T2,count.T3
0,0,0,2,0,0
0,0,0,2,2,0
84,64,57,90,65,138
4,10,24,5,26,7
1,1,1,1,1,1
2,0,0,0,0,0
1096,740,864,2194,2306,2077
9,0,9,0,7,18
15,2,8,4,5,14
7,15,13,3,9,9
14543,12297,10325,12896,13032,12419
1469,1122,1054,2182,2754,2019
0,19,4,8,2,18
0,3,0,0,0,0
519,388,339,610,611,720
487,464,396,628,495,487
0,0,0,2,19,0
143,137,157,211,290,254
7,0,0,0,2,0
13,2,0,16,24,14
20,13,32,35,49,25
0,0,2,19,14,16
8,0,0,0,0,0
31,22,21,22,14,9
0,0,0,0,0,4
127,107,125,219,143,188
2,0,0,0,0,3
0,0,0,0,0,1
0,6,0,7,12,0
0,0,0,3,7,0
614,665,564,808,822,715
115,90,83,72,54,49
2,4,0,20,7,15
2,0,0,0,2,2
593,423,382,711,790,608
0,0,6,4,0,0
93,74,53,80,104,81
4,2,0,3,16,0
361,282,336,445,443,299
6,0,3,4,6,8
32,15,2,47,38,42
0,0,0,0,3,0
16,7,0,17,0,0
385,268,253,298,426,322
1,0,0,5,0,0
4,6,0,4,2,7
4,0,0,0,0,0
0,0,0,0,3,2
13,6,7,26,9,20
16,10,17,20,0,0
10,10,2,19,17,17
4,0,0,0,0,0
2,0,9,2,0,2
0,0,0,0,0,6
5,0,4,0,0,0
188,154,122,57,67,79
4,0,4,0,2,0
8,9,11,32,87,60
34,14,12,44,35,44
2,4,9,16,20,13
4195,3385,3462,4599,4420,4412
23,17,18,6,0,15
0,0,0,2,0,0
4975,3980,3691,6729,6642,6170
32,33,32,52,36,42
0,0,0,0,0,2
0,0,0,0,6,0
0,4,0,14,16,0
0,2,0,0,2,0
4,0,0,5,6,0
60,49,52,64,87,44
0,0,3,0,0,0
13,26,25,53,46,55
2,0,0,0,0,2
0,0,0,0,2,14
1,8,7,5,2,1
56,41,19,56,103,69
422,260,542,235,107,74
5,0,8,0,0,5
0,0,0,0,1,0
2525,2117,1986,2361,2384,2268
0,0,0,0,2,2
0,0,0,0,4,0
2,0,2,8,0,6
0,0,0,0,8,0
2,0,2,2,2,2
9,10,8,16,3,9
0,0,0,1,0,0
0,0,0,0,2,2
171,105,110,106,152,116
3,8,7,3,4,10
7,5,0,4,10,5
0,6,2,1,5,23
4341,3689,3595,3671,3966,3519
0,0,4,0,0,0
11,4,3,4,4,11
704,546,509,550,818,603
19,24,12,0,16,12
0,0,0,0,0,1
2,24,4,0,0,4
0,0,0,0,0,2
68,21,45,29,48,45
3,0,1,2,13,0
15,2,8,4,2,5
105,79,58,43,44,67
779,517,617,771,726,604
0,0,11,5,10,0
41,21,15,40,23,23
4,9,16,3,14,6
7,0,0,0,0,0
1,0,0,0,0,1
0,0,0,0,2,0
1,0,0,0,3,1
0,0,1,0,2,0
2,0,0,0,0,0
33,28,38,17,18,14
12847,10988,10348,10748,12102,11177
0,0,0,0,2,2
253,252,130,136,174,147
0,0,0,0,0,3
17,0,3,22,16,0
34,27,8,34,32,20
0,0,0,1,0,0
6,3,7,14,7,10
961,807,819,936,1005,1024
1,1,7,1,1,4
13,4,3,13,13,8
0,0,0,0,2,0
13,0,0,39,26,42
436,255,311,409,566,367
16,22,25,38,39,26
1,1,1,1,1,1
2,2,2,10,3,5
20,16,0,18,9,29
81,140,95,172,132,151
14,22,18,41,12,44
0,5,10,0,0,36
6,8,2,2,10,12
0,0,4,6,3,7
502,364,332,530,620,450
4,0,0,0,7,0
0,0,7,0,0,11
0,0,0,0,0,2
0,5,0,0,4,0
17,22,21,14,5,35
9,9,8,21,17,11
0,2,0,7,6,11
193,118,168,383,373,267
26,24,33,19,21,26
0,0,0,0,0,3
2,4,2,2,0,2
7,9,13,23,17,6
9,4,3,10,12,0
3,0,2,0,5,5
4,2,0,0,0,0
0,0,0,0,0,1
4,0,3,3,0,1
0,0,0,2,0,0
1,4,0,5,11,7
6564,5156,4913,5270,5067,4994
0,11,3,0,0,17
9,14,3,9,12,29
11,11,0,4,63,5
91,72,45,97,156,180
19,10,8,28,22,8
2,0,3,0,0,0
68,58,11,24,19,24
255,155,234,407,439,400
0,2,0,0,0,4
43,18,23,63,63,66
0,0,0,3,0,0
1604,1520,1647,3264,3998,3220
0,0,0,2,0,0
1,1,4,4,4,8
6,10,6,12,2,18
2,7,6,0,0,0
465,353,2288,369,2561,303
6,2,0,5,13,0
2230,1679,1877,1769,2017,1944
855,646,571,603,797,804
0,0,0,0,1,0
272,199,334,389,494,274
0,1,0,0,0,0
0,0,0,0,3,2
2,0,0,0,0,0
1,3,0,0,0,0
0,0,0,0,3,0
2,5,5,4,15,8
2,4,2,2,12,10
0,1,1,1,1,1
0,0,0,0,4,0
6,6,0,14,6,13
0,0,0,2,0,0
4158,3242,3343,2988,3872,3405
0,4,0,4,12,0
150,111,83,150,140,183
0,0,0,0,2,0
6,0,2,0,9,4
4,8,4,10,16,17
86,169,162,194,188,272
284,192,209,479,496,433
0,2,3,5,0,0
214,219,187,302,304,267
0,0,0,2,4,0
4,3,5,0,3,0
0,3,0,0,2,0
0,0,0,2,2,0
0,0,0,5,5,0
2,8,0,4,0,0
0,0,0,12,0,0
35,11,31,40,13,34
11,10,12,16,29,33
0,0,0,0,5,0
16413,12600,12103,7770,8402,6413
37,38,40,14,14,33
0,0,0,0,6,4
19,0,38,20,14,21
0,0,0,2,0,0
0,0,6,4,4,0
0,0,0,0,0,4
0,5,0,0,0,0
9,9,3,12,20,6
0,0,2,3,0,0
0,0,0,2,0,12
0,0,0,0,0,2
1,15,5,12,1,3
12,6,0,13,8,20
12,0,1,5,0,4
171,102,116,102,100,111
0,0,4,1,0,0
41,46,31,17,35,44
2,54,23,50,0,0
0,2,0,0,0,0
0,0,8,0,0,0
0,0,0,0,4,4
0,2,3,3,1,3
0,0,0,0,4,7
0,0,5,0,5,0
0,4,13,17,17,17
27271,21837,20243,21594,21581,19445
0,0,15,24,0,0
1,2,1,4,3,5
0,0,0,4,0,0
972,829,823,1456,1836,1717
0,0,0,0,1,0
150,155,88,190,172,233
0,3,0,0,5,9
292,240,236,610,603,620
159,198,202,188,167,243
2,0,0,2,4,0
47,7,20,81,42,53
0,0,1,0,0,0
0,0,0,0,1,0
4,0,6,8,3,16
0,0,0,0,0,1
32,48,7,8,4,6
0,0,0,0,3,0
1,1,0,1,1,1
4,0,3,4,0,5
9495,7196,6817,9796,10970,9466
0,1,0,0,0,0
11589,9069,8835,7014,7087,6716
2373,2016,1889,2021,1926,2033
153,165,132,323,216,236
13,19,25,30,26,34
4,0,2,0,7,0
0,2,0,0,2,0
4458,3941,3553,3773,3740,3615
19,16,11,46,37,51
47,20,29,14,21,47
0,0,0,4,0,0
10,11,17,18,7,12
2,0,0,0,0,2
5,6,8,12,5,12
0,7,12,0,8,4
190,143,202,113,176,190
0,0,0,2,0,0
3832,2954,2792,2608,2429,2482
4,0,0,0,9,6
0,0,0,0,0,4
19,8,10,10,45,36
0,0,0,0,2,0
10550,8804,8423,9013,8097,8293
8,14,13,23,11,14
0,0,0,2,0,0
4,2,2,6,5,11
0,5,0,2,4,0
0,0,0,0,0,1
32,18,28,23,63,40
1,0,1,3,0,2
4,6,12,2,16,12
3,0,0,0,0,0
0,0,0,4,0,5
1453,1232,263,1716,1861,1635
4,0,0,0,0,4
0,0,0,4,0,0
0,0,0,0,0,12
2,2,0,4,0,2
0,8,0,0,0,0
3,0,0,0,0,0
0,4,0,8,0,0
4,0,2,0,0,4
2469,2218,1635,2411,2443,2121
25,30,22,15,11,11
28,0,47,70,31,12
0,0,0,0,0,4
5,16,4,21,12,14
2013,1838,1584,2475,2386,2480
2,3,0,0,0,0
0,0,0,0,10,2
8,0,0,2,0,0
0,5,11,1,14,0
2604,1810,1914,2515,2733,2590
0,0,1,8,8,0
0,2,0,5,7,0
2312,1710,1475,1717,1651,1701
0,3,0,0,0,0
1860,1505,1339,1483,1627,1595
0,0,0,0,8,0
205,150,106,80,147,108
9,0,1,8,10,2
0,1,0,0,0,2
2,0,0,0,2,0
0,0,0,0,0,2
4,0,0,0,0,0
163,213,208,320,399,304
0,1,4,3,12,2
75,59,97,61,44,52
0,0,3,0,0,0
242,64,103,44,44,72
0,0,2,6,0,0
2,0,0,2,0,0
7220,5770,5344,5558,6082,5353
3013,2161,2365,5299,6047,5354
3,3,7,8,14,11
0,1,0,1,1,1
56,73,58,68,115,72
1802,1388,1274,1916,2028,1843
6,3,2,5,4,2
7377,6278,6375,8867,8702,8216
0,0,4,0,0,5
0,0,0,0,0,7
0,6,0,0,0,0
0,0,1,1,1,0
24,40,21,63,14,29
0,0,4,0,0,0
109,38,91,364,531,280
543,323,480,634,566,599
0,0,0,0,5,0
75,93,61,196,129,205
4,0,0,0,0,4
7,0,0,0,0,0
0,0,0,2,0,0
0,0,0,8,5,0
15,9,10,0,14,1
9,18,18,15,21,21
1,0,0,0,0,0
2,0,0,0,0,0
150,109,76,141,134,130
16,9,16,10,54,32
0,14,0,15,0,0
24318,18840,17381,15063,16444,15423
47,27,16,66,79,66
3,0,0,0,0,4
52,15,29,18,14,10
1,1,1,0,0,1
4,0,0,0,0,0
3,0,0,4,2,0
34,18,22,29,50,18
1,0,3,3,0,0
0,0,2,0,0,0
5,0,2,0,0,0
14,5,0,9,9,11
12,2,15,11,22,4
137,123,98,71,132,110
6,0,3,0,3,2
4464,3589,3348,2774,3029,2779
7177,5745,5498,6670,6497,5733
0,0,0,0,0,7
3,8,8,3,29,9
0,24,61,12,0,0
685,458,574,737,786,719
2,0,0,0,0,0
1,2,7,1,0,1
2,0,0,0,2,3
2,0,0,0,0,0
2,0,0,0,2,0
0,0,3,0,0,3
15,12,29,25,37,14
0,0,0,0,2,7
20,15,12,15,22,29
0,0,0,1,0,0
0,0,2,0,0,0
39,67,47,63,65,84
0,0,2,0,0,0
224,140,207,98,202,128
0,2,0,0,0,0
6,7,2,0,0,0
519,479,420,999,878,1048
37,36,37,30,59,33
4,5,0,3,0,2
6,4,6,0,27,11
6,0,0,3,1,3
0,2,0,6,4,0
0,0,5,0,4,0
556,557,478,566,600,565
164,109,86,158,267,148
6202,4834,4869,6890,8287,6230
112,67,82,116,125,92
5,0,0,10,0,9
0,0,0,0,2,0
0,0,7,0,0,0
0,7,0,0,7,0
0,0,0,0,0,2
0,0,0,0,0,3
0,0,0,3,0,2
0,0,0,0,1,0
64,81,89,95,72,87
8,0,0,0,0,0
0,0,8,0,4,0
1,2,0,0,0,0
896,606,663,1019,863,1008
0,0,3,0,0,0
3672,2655,2880,3327,3347,3082
12,14,9,20,11,21
8,4,0,3,5,0
20,66,33,62,90,114
0,0,3,10,0,5
11,1,3,6,2,2
16,1,16,18,26,15
0,0,0,4,3,0
97,39,68,234,223,169
0,0,0,4,0,2
9,24,4,4,0,0
6,0,0,0,0,6
17,29,6,55,33,30
28,49,9,30,54,58
6084,5307,4885,4021,4489,4330
10,6,14,4,0,0
0,0,0,0,3,0
8,0,0,0,0,0
145,98,67,192,242,230
4,4,2,1,0,4
20,24,28,29,55,28
1,1,0,1,0,0
13,0,2,10,16,45
0,0,0,9,3,5
2,1,3,3,0,2
0,3,0,0,0,0
2,0,0,0,0,3
6,0,0,0,0,0
0,0,0,0,4,0
34,34,37,31,17,38
0,0,0,0,1,0
2,0,0,0,4,0
1,1,0,8,2,1
0,0,0,1,6,2
14,14,2,8,6,11
12,10,11,4,33,6
17,4,7,4,11,3
3,2,2,2,1,0
0,0,0,0,2,0
79,61,40,111,75,92
0,3,5,2,0,5
0,0,0,0,1,0
0,2,0,0,2,0
3,0,0,0,0,0
0,6,8,9,6,7
266,199,122,334,394,358
2,0,0,0,0,0
13,3,16,57,30,23
1,1,1,1,1,1
10,14,7,14,21,23
0,0,0,0,1,0
0,0,0,4,0,0
7,0,8,20,19,32
0,1,0,0,1,0
25,14,12,91,106,84
4,11,2,13,20,17
5,9,7,0,10,8
12,5,11,15,14,11
0,0,0,0,0,4
7,8,9,8,2,0
2,0,0,0,0,0
0,0,8,1,0,2
0,0,2,0,1,0
0,0,4,3,0,0
9,5,9,33,11,12
0,2,4,0,4,2
3,28,6,0,0,0
4437,3969,3286,2660,3005,2668
30,23,8,35,49,30
1029,586,712,1056,1088,970
59,38,23,58,29,40
4582,4071,3197,3914,3799,3634
0,0,12,0,4,8
1,0,0,7,2,5
63,51,110,175,183,161
0,0,3,0,8,0
12,14,19,22,34,20
0,0,0,0,2,0
434,268,275,510,505,463
1151,911,521,715,542,0
9,0,0,6,5,0
38,36,19,51,66,72
122,95,55,101,92,93
0,0,2,0,0,0
3,11,8,31,14,25
0,0,0,12,6,3
0,0,0,2,0,0
0,0,0,4,0,0
254,285,259,332,341,334
566,422,363,1240,1262,1158
0,8,0,0,4,0
0,0,0,0,0,1
0,0,0,4,0,3
4,0,0,2,0,2
8,0,0,0,8,0
6828,5291,5027,5554,5831,4990
0,0,0,0,9,0
36,31,24,32,82,55
0,2,0,5,2,0
483,511,484,1132,984,1063
11,12,16,26,8,2
4,0,0,0,0,0
2,0,0,0,0,0
2698,1913,2038,2619,2993,2761
0,4,8,0,0,4
0,0,0,0,5,0
4458,3972,3430,4223,4059,3846
0,0,0,0,1,0
11,20,11,7,13,12
8,0,4,7,7,0
0,2,0,0,2,0
654,506,593,492,603,468
5,0,0,44,33,51
1,0,2,0,0,0
0,0,0,5,0,0
0,0,0,0,0,2
4,4,2,7,4,0
0,0,2,1,3,0
468,383,338,758,871,745
520,676,544,768,980,1123
0,6,0,7,3,4
0,0,0,0,10,0
7,5,9,5,14,15
0,0,0,3,0,0
0,0,0,0,0,4
4,11,2,2,14,6
11,5,8,12,32,21
19,0,0,27,13,0
0,0,0,0,0,1
310,81,66,60,80,219
0,17,10,11,6,13
776,695,464,922,1100,1262
0,0,0,8,0,1
4,0,8,4,8,0
0,0,0,0,0,4
3,0,0,2,3,0
0,0,0,0,0,5
0,2,0,0,2,0
4,0,0,0,10,0
0,0,0,0,4,0
13,23,9,4,25,14
0,1,0,0,0,0
0,0,0,1,0,0
27,15,11,19,32,40
0,0,0,5,1,2
4,4,4,0,4,0
8,9,6,3,2,6
727,299,823,584,478,414
0,0,0,4,0,0
115,193,181,38,52,54
0,0,0,1,0,0
11,0,9,18,12,17
0,0,0,8,4,0
0,7,0,0,3,0
0,0,4,0,0,0
0,0,2,7,12,5
0,24,0,0,0,4
4550,3845,3593,5323,5245,5171
0,2,6,0,4,10
6039,5432,4789,7326,6867,6139
6,2,10,11,7,8
263,232,194,379,460,347
6,5,4,0,0,0
1356,1041,1124,1640,1365,1340
0,0,0,3,2,0
33133,25731,26105,31523,35428,30912
330,280,301,729,726,671
9,6,10,14,26,15
15,1,3,1,2,3
0,0,2,0,0,0
0,0,1,0,0,0
170,220,175,503,539,472
0,8,4,0,0,2
1596,1395,1244,1520,2029,1563
0,0,0,2,0,0
131,3,150,44,111,122
2,0,0,8,7,0
81,56,66,142,126,155
3,2,0,4,0,10
3080,2579,2487,5226,6138,5919
0,0,5,5,0,0
5012,4105,3771,4797,5202,4662
6,3,5,5,3,3
2611,2541,2153,3927,3993,3864
6,1,8,6,6,0
566,561,561,1109,844,936
573,639,442,1336,1364,1191
12,2,9,8,10,2
4,8,0,12,11,8
0,0,2,0,0,0
0,0,2,0,0,0
0,0,0,0,8,6
4,3,22,13,2,1
543,742,476,213,299,221
4,0,0,0,20,12
7,12,7,0,46,4
2,2,0,0,2,3
0,0,0,0,0,4
0,2,0,0,0,0
200,249,196,241,232,206
56,46,11,4,42,16
8,3,3,11,10,10
81,62,43,75,64,65
1,0,0,0,0,0
0,3,0,0,5,9
0,0,0,0,1,0
2,0,0,2,0,0
0,0,0,0,2,0
7,14,10,21,25,2
0,0,0,0,1,0
12,0,0,9,8,0
3,3,3,0,0,9
6,5,0,5,17,0
3759,3161,2722,2481,2776,2449
0,0,0,0,1,0
4552,3171,3286,5454,5945,5458
0,0,0,3,7,6
0,4,0,0,2,0
0,0,0,8,0,0
10,12,3,4,13,13
9,9,22,17,19,18
0,0,0,0,8,0
38,49,34,54,70,115
0,0,2,0,0,0
43,29,22,69,127,56
2,3,0,0,0,0
1881,1503,1512,1497,1737,878
0,0,0,4,4,4
4726,3609,3524,4518,4402,4168
0,4,8,6,3,0
3,4,0,6,5,2
18,22,21,35,39,45
1598,1387,1242,1879,1729,1745
3,0,0,0,0,0
37106,31228,29199,33124,32416,31021
16,0,15,19,0,15
113,88,60,105,94,94
4198,3524,3302,3288,3670,3553
0,0,0,0,8,0
0,0,0,0,4,0
128,105,90,160,297,220
7,0,18,6,6,7
0,0,0,0,0,3
0,0,2,0,0,0
0,0,0,0,4,0
0,0,0,1,5,2
2,0,0,0,3,2
0,3,0,0,0,0
2,4,4,11,4,8
6,3,2,2,3,4
0,0,0,2,0,0
2,8,14,20,8,21
0,0,4,0,0,0
0,1,0,0,0,7
986,609,673,797,955,1042
4,7,0,10,19,8
8,5,11,14,21,31
0,0,2,3,4,11
9,8,3,7,2,5
0,0,0,1,0,0
3,0,0,5,5,0
45,61,39,65,82,70
12,4,1,0,8,8
0,0,0,11,6,0
4,2,0,3,1,2
230,171,251,500,483,493
189,118,105,108,101,144
5,5,2,5,2,2
8,8,8,8,5,9
5,0,0,2,0,0
3,0,0,0,0,0
0,4,0,0,10,0
1777,1362,1282,1784,2226,1745
383,200,285,521,338,346
1,1,0,0,0,0
0,0,0,0,0,2
27,4,10,13,6,10
13,10,26,74,143,80
0,2,0,2,4,0
0,0,0,0,2,0
9,0,50,17,11,10
4,2,2,6,8,8
0,2,0,0,0,0
4,2,11,6,9,11
3420,3536,3413,5480,5165,5414
7,0,0,4,0,0
0,5,0,0,4,7
0,0,4,0,0,0
4,3,2,23,21,16
3645,2755,2517,2973,3421,3133
0,4,4,0,4,0
1,1,1,1,1,1
1196,752,785,763,786,664
0,2,8,4,0,0
1680,1605,1350,1532,1769,1459
2,0,0,0,1,0
4,4,2,0,0,0
4846,3433,2838,3305,3624,3445
21,9,14,38,29,34
0,0,1,1,6,4
63,8,80,80,57,124
29,6,19,8,13,30
53,57,34,22,34,30
0,5,3,2,3,1
0,1,0,0,0,0
69,127,72,165,138,103
7,2,0,2,9,6
0,0,0,0,0,1
10,5,4,8,8,0
7,8,31,8,4,44
0,0,0,24,16,0
0,1,0,0,0,0
9,0,0,2,0,9
326,320,314,585,776,648
9302,8220,7652,9098,9076,8183
0,0,0,0,0,4
0,0,0,5,0,0
1,0,0,0,0,0
3,5,9,7,12,0
0,0,0,0,4,0
9,49,42,46,7,65
23,12,17,9,15,8
9412,7604,7292,6599,6926,6270
0,0,0,0,4,0
64,20,40,46,74,80
0,0,0,1,0,0
85,81,63,108,110,53
1,12,6,10,7,17
10,14,24,19,30,28
2135,1826,1569,1713,1953,1765
44,30,36,71,40,34
6,8,8,6,13,5
6,0,4,0,0,0
5497,4249,3523,4419,4697,4437
0,0,0,0,0,1
60,73,51,75,160,160
1,0,0,3,2,0
6,4,12,0,4,0
12,7,10,12,10,16
2,1,1,1,2,1
0,2,0,0,5,0
0,3,0,0,0,0
1,0,0,0,0,0
5,4,0,21,8,22
64,52,43,80,69,90
336,256,168,496,553,558
1,1,1,1,1,1
16,0,7,0,24,9
0,0,0,0,1,0
10,4,4,12,16,4
2,4,2,0,6,8
140,66,99,127,165,167
17,28,0,14,25,0
6,10,0,16,6,3
15,26,0,0,32,9
20,28,7,15,32,34
201,95,154,165,160,223
127,85,87,102,145,166
2,2,0,0,0,0
206,154,151,244,270,207
0,11,0,20,18,15
0,0,0,0,4,0
0,0,0,0,0,1
4,0,4,0,6,1
25369,20496,19820,17865,18145,16288
46,24,25,46,52,43
13,12,23,35,41,9
15,3,4,18,4,9
0,3,0,7,3,0
0,2,0,0,0,0
6,4,4,2,0,4
924,657,653,1365,1318,1599
8,4,14,2,5,2
11,12,16,7,21,20
193,189,160,259,248,238
33,16,5,42,31,49
0,0,4,0,4,1
0,0,0,0,4,0
26,4,11,13,38,37
5169,3642,3579,7539,9812,7275
0,6,0,0,9,0
0,0,0,4,11,0
760,547,530,993,1318,1081
20,0,0,4,7,0
9,22,15,12,26,7
31,24,24,31,28,46
13,21,12,15,21,42
3,5,13,16,15,7
0,3,8,0,0,0
91,12,38,71,110,74
42,42,58,137,143,144
0,0,0,0,2,0
179,151,97,227,166,105
0,0,0,8,0,2
610,313,400,692,704,676
6,11,8,8,7,9
25,15,13,10,12,0
20,0,4,4,11,7
71,136,65,91,99,88
220,179,59,282,223,166
46,18,25,80,72,106
81,50,78,71,115,108
62,56,68,89,70,63
22,23,12,26,43,23
110,139,81,141,119,133
19,23,24,37,25,42
3,0,0,0,0,0
219,206,152,172,173,115
3,7,11,11,50,4
50,39,37,39,62,46
0,2,0,6,9,5
72,17,56,183,113,118
8,3,11,23,10,10
3,0,0,5,0,0
19,17,0,4,20,0
0,3,4,6,0,0
0,0,6,0,0,0
124,63,52,117,188,140
74,120,94,55,76,41
0,0,16,0,8,0
33087,21944,24270,62738,68940,58798
0,0,5,17,10,23
9,18,0,8,28,3
738,562,504,741,832,761
412,349,299,676,534,621
58,82,55,118,76,136
0,4,4,0,0,3
270,193,187,244,318,261
52,45,40,41,52,21
0,4,8,0,0,3
76,67,40,105,90,97
11,11,0,11,0,14
147,101,138,238,326,245
28,7,4,24,16,38
4,23,18,4,18,20
30,22,18,53,87,90
12,0,3,0,6,0
31,10,9,35,7,9
28,17,20,44,36,37
0,0,6,9,0,4
102,96,99,180,196,162
76,54,71,72,39,40
348,275,219,512,424,453
0,4,0,0,7,11
2,6,9,2,2,27
4,10,3,10,4,8
742,664,575,1441,1586,1287
0,0,0,0,0,4
1201,868,796,1200,1429,1260
0,12,0,8,0,0
637,573,491,908,975,857
246,259,242,370,307,277
10,0,13,11,5,29
8,0,0,0,2,0
5,4,9,0,5,0
342,259,300,448,475,459
0,4,0,0,8,0
235,147,133,205,292,242
18,17,30,31,37,13
5,1,5,3,15,35
0,0,0,0,4,0
37,39,20,42,35,7
0,0,8,0,4,0
68,97,31,133,90,138
89,74,84,166,143,133
5,0,0,0,0,0
44,26,22,71,101,47
0,0,0,13,0,0
2,0,0,0,0,0
36,21,23,84,87,27
26,8,8,31,21,36
270,228,229,365,405,344
3,0,0,0,3,1
6,5,0,9,15,6
12,33,0,11,18,17
40,51,45,48,29,18
18,16,19,29,27,16
0,0,7,16,0,4
0,0,0,3,3,0
4,2,1,10,5,5
8,24,0,4,8,0
7,0,0,0,0,2
186,155,166,325,373,380
32,36,30,25,19,32
23,3,5,5,50,38
28,26,39,99,50,96
10,0,0,0,0,0
0,4,0,0,0,0
18,0,0,20,31,28
80,46,62,58,86,69
23,10,12,55,29,22
49,69,90,59,51,12
126,51,38,161,134,155
0,0,0,0,0,5
68,75,81,138,89,86
20,28,0,29,24,19
605,498,494,513,662,620
4489,3361,3306,3215,3208,2937
8,7,14,16,27,33
544,448,402,386,345,399
32,16,24,16,12,9
0,0,3,0,0,4
13,5,7,10,0,0
434,263,296,364,636,391
8,16,13,13,20,21
20,30,33,39,21,32
46,31,55,91,57,72
141,73,65,149,178,103
275,209,146,213,274,36
84,19,13,136,188,139
0,0,6,38,56,36
0,0,1,1,0,1
4572,3392,3168,2723,3141,2877
121,71,89,182,172,85
282,222,182,261,202,195
219,193,296,527,661,498
129,77,95,92,44,124
0,0,3,0,0,3
30,0,15,42,41,21
162,125,104,149,194,212
46,15,52,61,65,57
12,12,12,43,83,90
8,0,12,2,3,8
0,0,5,0,0,0
411,252,275,404,427,411
126,76,94,134,85,105
0,0,8,0,3,0
2188,1700,1578,1781,1998,1608
0,16,0,0,7,0
0,0,0,5,7,9
0,0,0,4,0,0
0,7,17,12,8,31
129,106,60,110,101,106
0,0,0,0,5,0
99,42,67,88,171,138
7,0,0,20,22,11
219,165,177,379,524,462
432,297,316,784,785,618
6297,4535,4688,8577,9497,8331
703,502,543,715,909,689
5,5,5,10,10,19
12032,9493,8178,9240,10490,9071
0,0,0,0,4,0
1532,1521,1125,1086,1301,991
54,31,39,41,35,27
43,15,18,21,46,13
155,263,200,323,385,340
308,263,204,344,371,376
42,26,30,84,64,111
69,30,48,49,85,84
206,189,206,294,286,279
0,0,0,0,1,4
20,9,8,21,8,0
11,6,15,19,10,8
202,159,155,208,228,278
513,400,413,402,636,475
852,547,653,1053,1398,1183
36,15,25,38,22,17
72,52,76,120,124,90
111,51,59,136,90,84
28,29,32,9,45,64
8,10,9,21,0,0
20,23,39,22,69,54
1888,1430,1230,1227,1401,971
27,30,26,49,29,18
134,93,122,323,384,387
0,0,0,0,0,14
1106,869,884,1621,1460,1376
0,0,13,12,13,0
2371,1644,1778,2924,3157,3158
3877,3528,3266,4100,4044,3944
4,4,0,0,0,0
0,37,7,21,0,20
0,0,2,0,0,0
4,0,3,2,2,6
10,4,16,12,4,0
127,99,119,167,140,130
492,344,232,580,744,573
0,0,0,4,0,0
48,41,41,35,55,21
0,4,0,0,0,8
8,0,7,38,10,13
7,2,0,0,11,0
0,20,36,7,0,0
0,0,0,0,0,10
0,0,0,0,2,0
0,0,0,0,0,2
39,34,38,61,93,101
1,0,0,0,0,0
0,0,0,0,0,6
0,0,0,0,3,0
40,26,24,29,28,16
16,34,28,25,32,30
4,6,2,3,8,17
19,23,7,48,21,21
0,15,0,12,0,8
8,0,4,8,0,0
35,7,22,24,28,20
3,0,0,0,0,0
2,2,2,10,0,0
7,3,4,0,0,8
0,0,0,1,5,0
27,8,5,0,29,19
0,0,0,0,5,5
4,0,4,2,2,9
6,7,5,10,10,6
4,10,0,0,0,0
58,61,21,37,51,100
1,13,0,4,7,9
536,436,339,553,486,438
42,28,34,30,67,52
5,0,0,0,0,0
0,0,0,12,0,0
0,0,0,0,8,8
52,38,60,121,150,132
4,0,0,0,0,0
9,12,3,5,8,4
0,0,0,0,7,0
589,334,334,1100,975,1148
6834,5817,5316,6943,7005,6475
26,27,26,96,137,127
0,0,0,0,9,0
0,0,0,0,1,0
0,0,3,0,12,0
0,0,0,0,0,1
3,0,1,0,0,0
229,185,153,192,260,219
0,0,0,6,5,9
0,8,7,0,14,15
108,34,94,87,160,104
6,0,33,8,16,0
0,0,3,4,0,4
0,4,2,0,0,0
0,0,1,0,0,0
0,0,0,24,0,0
6,24,4,0,8,0
4,0,0,12,12,22
10,0,0,0,8,3
0,0,2,0,0,0
0,0,0,2,0,0
0,0,1,0,0,0
0,0,0,0,0,2
2,0,5,3,5,0
0,0,3,0,0,0
16,39,26,57,45,32
13,17,19,6,22,8
0,0,0,0,4,0
0,8,0,0,0,0
0,0,0,8,5,9
3,0,0,0,0,0
1,0,0,7,0,0
6,10,3,2,5,0
0,0,4,0,0,0
12,24,31,30,34,25
4,3,4,7,5,3
4,0,0,9,4,11
0,0,0,0,22,0
0,0,0,7,4,0
1329,984,1016,696,997,804
9,7,18,16,13,6
5,10,7,36,16,26
231,233,334,297,407,247
0,0,0,6,0,0
0,0,0,0,3,0
0,0,0,0,8,0
0,0,0,0,0,2
54406,35781,33424,20652,22828,19288
0,2,0,2,0,0
0,0,2,0,0,2
0,0,0,2,0,0
4,19,23,26,39,20
0,0,4,4,0,0
14,47,4,5,8,13
1,5,2,2,3,8
12,12,2,9,17,24
4,0,0,0,10,8
38,17,15,16,8,10
0,0,0,0,4,0
4,5,0,4,4,10
307,297,277,597,268,225
7,4,0,0,4,6
0,1,4,0,0,2
0,0,0,0,0,11
18,20,15,17,21,26
23,64,64,80,49,34
8,10,0,6,12,0
1027,793,767,1173,1292,1297
368,334,234,272,347,293
103,44,52,79,108,86
8,0,0,9,4,0
6,6,10,4,0,7
0,1,0,2,0,0
132,107,105,127,101,90
0,12,7,11,4,22
3001,2725,2170,1953,2558,2054
2,4,0,4,25,7
0,0,0,0,2,2
