count.C1,count.C2,count.C3,count.T1,count.T2,count.T3
1892,1575,1441,1522,1644,1400
7735,6998,5649,5572,5691,5726
870,814,918,1080,1215,961
3656,3020,2818,4012,4750,4273
175,143,172,216,329,169
1488,1202,1203,1185,1142,1039
756,505,585,1027,1062,1116
13841,11328,10132,13708,14163,13110
2225,1771,1486,1612,1580,1246
0,4,0,0,0,0
2838,2375,2369,3810,4144,3794
4199,3536,3340,4318,4793,4072
11948,9408,9003,17316,20425,16811
0,0,0,0,5,0
4926,3994,3718,4654,5014,4883
15785,13046,12437,13022,13772,12384
15172,13515,11207,13014,13406,13188
1607,1285,1242,1998,2201,1950
374,361,299,650,601,704
0,0,0,3,6,0
6963,5773,5463,5975,5572,5026
247,174,134,272,237,316
839,793,592,1117,1148,1110
17955,14662,13471,13447,13899,12169
38801,34148,30824,25213,24628,22792
490,370,478,426,479,409
1438,1318,1208,1378,1566,1558
1417,1117,1069,1170,1441,1392
4267,3508,3001,3300,3160,3088
6723,6192,5337,4925,4925,4348
4291,3447,3081,2816,3150,2595
67320,50495,48171,64305,68292,61869
8139,7110,6564,6541,6431,6001
3623,3209,3205,2888,3092,2869
4353,3805,2977,2835,3120,3000
3822,3089,2787,2876,3199,2868
15597,13732,11836,13966,14223,12683
2948,2623,2401,2100,2159,1938
6489,6252,5113,6185,5930,5948
4336,3899,3245,3322,3341,3297
166,202,127,192,155,167
17,17,16,12,51,16
1241,977,974,1450,1558,1320
68,22,33,47,29,48
10169,8460,7898,10391,10247,9945
2145,1685,1510,1727,1960,1931
7,0,0,0,0,0
2017,1689,1632,2431,2293,2287
9437,8711,8177,9086,8697,8412
2170,1813,1738,2407,2583,2491
3364,3326,3233,4006,3622,3931
0,0,0,0,0,4
5868,5289,5198,4284,4062,3834
1197,962,965,776,822,772
1504,1225,1208,1880,1822,1753
2076,1466,1571,2747,2358,2363
684,502,519,600,601,639
530,474,349,414,608,452
2746,2497,2176,1674,1664,1522
2326,1762,1545,2954,3226,2819
0,0,0,4,0,0
36,30,8,36,37,26
6804,5585,4987,7049,6552,6461
292,141,295,232,226,185
4224,3348,3175,4474,4289,4243
0,4,0,0,0,0
1410,1029,1004,1726,2015,1663
0,2,9,0,21,0
2406,1696,1741,3448,3618,3167
0,8,4,12,9,0
1018,905,908,2850,2835,2701
7055,5837,5099,5298,5406,5289
7696,6441,5872,10093,12661,10025
6,18,0,0,0,0
3604,3323,3080,3261,3125,2943
3,5,4,2,1,0
14888,11398,10202,15897,16446,14999
14902,10954,11323,5079,5914,5072
150,101,145,178,130,163
4199,3503,3369,4367,5019,4237
870,685,733,1327,1700,1164
4707,3781,3464,5619,6366,5202
0,0,0,0,4,0
0,0,0,0,0,5
9523,7806,7326,6782,6450,6107
12703,9985,9651,8815,9115,8700
10,0,0,24,40,24
76,55,57,71,74,45
1300,1063,1019,1111,1443,1088
21003,17394,18361,15531,16779,14348
38,46,36,32,32,32
1710,1264,1278,1276,1356,1111
820,623,630,961,1026,943
4694,3761,3658,3294,3295,3137
36,28,0,5,27,14
23128,17921,17473,16250,18442,15671
803,644,549,1051,1177,1240
7011,5973,5653,6284,5767,5781
14897,12838,12029,13383,12803,12007
4123,3202,3129,3846,4047,3637
7867,6332,6334,7403,6895,6703
610,558,559,885,715,809
1822,1462,1643,1885,2320,1865
1630,1198,1378,1925,2019,1878
6942,6237,5634,6627,6972,6656
20,15,14,20,17,0
0,0,4,0,0,0
1019,700,797,1305,1551,1425
4,0,4,0,4,13
177,105,121,198,235,166
719,664,575,690,705,662
979,813,1024,1387,1231,918
5,0,0,0,4,4
71,37,58,118,162,145
412,417,269,568,798,515
6111,4517,4198,8593,10230,8173
1210,953,1089,1622,1922,1638
549,542,451,887,912,831
7691,6875,6246,4958,4952,5158
6228,4667,4386,7588,9393,7865
22188,17828,17763,21969,22025,20534
0,0,17,0,7,0
1905,1867,1673,2013,2022,1750
46721,39966,35168,41533,43040,39109
1653,1432,1127,1592,2097,1711
1741,1544,1421,1779,1895,1821
2760,2079,1626,2488,2201,2279
6406,5308,4928,5587,5293,5021
9260,7513,7285,9957,9825,9658
3354,2314,2268,4182,5209,4200
516,325,275,210,256,175
214,249,183,536,687,569
2595,2128,1928,3077,2870,2601
4633,3460,3525,5795,7692,5727
13,4,16,35,0,4
118,107,107,93,99,101
32999,29059,25594,23061,22921,21611
10073,8846,8113,8735,8437,8254
4825,4005,3329,5861,5962,5536
10345,7974,7763,11669,11227,10700
76316,60063,58964,72055,79561,73648
1184,1078,984,1800,1947,1711
994,680,856,1251,1254,1080
67,54,34,94,101,96
0,0,0,9,6,0
2261,1526,1603,2243,3106,2651
4330,3324,3292,5562,6645,5519
2435,1774,1622,2590,3334,2396
0,0,0,0,8,0
659,414,477,865,1070,973
11112,9592,8679,7879,8049,7175
26,57,34,59,60,55
144,94,86,88,77,59
24,0,10,0,10,0
26012,21957,20677,25084,24349,22774
11,13,0,12,30,30
2219,1982,1932,2508,2860,2377
3911,3441,3007,4542,4376,4148
27013,22354,19606,19214,19011,18104
7073,5566,5005,5176,5112,5258
33122,28060,25840,56437,53193,51761
276,187,198,176,202,244
5614,4156,4167,4259,4600,4559
10433,8988,8639,7399,7052,6718
129,102,76,175,207,151
19,4,0,0,27,14
917,712,773,1163,1117,986
20219,16954,15824,17794,18120,17222
3506,3053,3028,3435,3970,3254
11424,10207,8015,9241,9272,8837
454,411,410,480,708,489
3220,2667,2518,3315,4493,3294
2054,1569,1216,1999,1946,1951
89,125,93,66,64,73
881,698,763,721,785,646
90,74,61,146,135,128
12,0,14,18,0,12
3449,2963,2536,2604,2678,2478
2070,1949,1762,2053,1595,1572
36926,29353,24386,5147,5908,5343
2817,1984,2269,1068,994,1242
1158,808,877,1199,1579,1298
6977,5301,4915,4581,5301,4681
35,73,47,82,66,63
121,66,59,54,34,19
97,127,61,68,83,76
4,0,0,0,0,0
5908,4532,4506,6810,7197,6555
9428,8946,8522,7447,7459,6904
26,33,17,12,36,1
5,0,0,15,18,14
8753,7571,6851,8593,8245,7818
8372,7298,6686,7516,7799,6868
5194,4586,4465,4390,4155,4019
3318,2889,2583,3022,2861,2358
3870,3069,2727,3743,3557,3414
7117,6106,5251,5235,5826,5318
936,1092,697,954,901,1051
14254,12606,11496,11165,11072,10525
15532,12558,11117,8981,9402,8661
1381,1832,1514,1746,1948,1802
28288,21648,21438,17842,20482,18682
2665,2380,1691,3634,3849,3614
10749,9560,8250,8372,8545,8344
11,0,31,0,0,0
12817,10838,8995,9953,10516,9733
111614,91150,82869,91250,97463,90651
224,190,245,276,318,260
143,160,127,271,261,205
2017,1763,1701,2241,2370,2049
11889,9638,8967,8026,7839,7667
4418,3735,3165,3966,4497,4054
8445,6519,6315,7503,8129,6989
6385,5030,4842,2119,2083,1704
0,0,0,4,0,0
50,43,26,18,49,20
0,10,32,59,19,32
0,0,0,6,0,0
64,40,50,118,163,142
131,146,112,159,191,172
124797,96844,94955,115229,135697,112535
0,0,0,8,0,0
314,171,237,255,313,171
2619,1982,2228,3621,4163,3270
11,13,4,16,8,18
3671,3219,3068,2399,2517,2359
8,0,0,0,0,0
1408,1084,1112,1727,1811,1774
5994,4946,4427,5684,6123,5279
1634,1170,1122,1459,1437,1317
948,736,621,884,705,793
724,683,638,1037,1016,894
4606,4171,4108,5077,4608,4446
14870,11174,11362,15393,16864,15242
0,12,10,8,9,0
273,182,189,415,420,330
240,140,151,224,224,265
1011,711,754,1808,2103,1777
619,488,571,918,1129,983
2836,1773,1927,1201,1316,1404
26,22,30,23,35,20
2323,1788,1883,3085,3508,2936
384,373,355,277,165,219
50,46,51,42,84,104
190,125,151,315,388,366
14,4,12,0,45,37
12768,9691,9315,9242,10456,9110
48,27,43,37,60,75
42,26,40,51,76,47
13,0,18,15,5,0
134,100,69,87,119,127
36,38,80,40,105,74
0,0,0,3,0,0
4,0,0,0,0,0
42467,34611,32969,31162,31211,28312
9230,7335,7523,10139,10550,9465
15,36,25,16,38,43
0,4,0,4,0,0
65016,52967,49942,67107,71671,63300
2042,1864,1738,2042,2265,1974
6291,5077,5380,6621,6963,6200
646,560,567,781,744,642
5694,4631,4597,5817,6007,5214
93,50,39,65,118,175
2011,1467,1627,2791,3318,2932
1174,689,787,889,1037,980
33,37,33,4,4,21
6,0,6,0,13,5
1487,1065,1167,1220,1591,1203
3576,2815,2773,4313,4520,4243
32,20,46,67,59,40
914,701,661,1020,1234,771
19694,17328,16357,11253,11507,10219
5594,4792,4443,7757,7920,7050
2176,1511,1648,1374,1577,1571
4227,3411,3498,3538,3760,3685
8231,6671,6196,4450,4401,4387
154886,131081,114175,153055,152783,150910
1755,1438,1416,6431,6488,6353
0,4,0,0,0,4
607,512,388,1190,1172,1085
2091,1395,1719,5659,7412,6142
1491,1313,1016,1169,1131,1048
0,7,14,38,16,9
78,66,53,87,119,75
36,26,56,53,52,98
1141,1021,825,1706,1652,1564
347,378,302,230,217,297
166,96,108,202,188,241
2328,1736,1624,3197,3659,3317
685,527,479,969,1017,794
1079,700,857,1467,1455,1251
494,514,503,476,552,443
461,390,352,452,550,483
4830,3469,3313,5591,6296,5203
253,210,149,88,118,104
6986,6110,5543,6443,6305,6304
314,252,201,442,473,461
1212,825,768,1281,1958,1624
102,85,88,94,94,103
15204,14267,12999,13773,13636,13695
10873,10030,9267,8887,8096,8351
555,512,434,326,214,323
727,645,632,919,939,874
4443,3359,3345,3530,4243,3298
12992,9632,8916,14056,18351,14113
1305,1159,1016,1542,1563,1443
3645,2587,2690,3367,4064,3392
979,847,935,1049,1268,871
1504,1046,1124,1683,1961,1794
2836,2057,1989,3526,4359,3510
5,12,0,0,29,27
964,839,691,1295,1671,1346
75,39,71,72,33,39
0,8,0,0,8,0
2236,2001,1955,2778,3205,2809
1309,875,966,1663,1908,1706
285,214,179,270,380,339
15371,13240,12003,12714,12579,11993
2327,1819,1617,2141,2307,2133
2316,1977,1640,1619,2207,1823
0,0,0,0,0,12
12358,8185,8620,8825,10079,8209
3100,2669,2143,2265,2481,2518
21143,17787,17247,17839,18637,17432
992,751,647,1221,1129,1121
5589,4109,4473,4433,5868,4505
1514,1055,1052,1371,1953,1699
1009,1113,840,1798,1625,1426
2434,1759,1973,2577,3381,2697
2387,1799,1690,1974,2298,2260
7176,6062,5772,6936,8095,6872
1391,1076,950,1483,2045,1650
1217,897,850,877,786,992
436,370,363,550,681,548
12608,10464,9573,10627,10087,10105
0,0,0,0,4,0
7,8,10,14,5,0
5177,4026,4164,7163,7928,6951
4198,3506,3291,3686,3799,3408
2323,1850,1840,2797,3146,2771
5843,4955,4165,4155,3906,3611
11259,8419,8859,9539,9603,9467
3020,2265,2349,3097,3651,3079
5934,5147,4731,4738,4959,4073
1363,1063,1183,1902,2059,1625
1703,1487,1412,1364,1733,1421
221,174,129,312,372,299
2875,2171,2190,2767,2749,2955
115,74,75,162,256,163
1129,922,831,1187,1116,1224
32,36,12,28,30,24
60,103,46,158,177,97
2332,1635,1709,3275,3392,3046
587,743,797,911,850,781
1761,1612,1446,1592,1525,1446
22,34,34,30,54,46
275,353,260,367,357,415
3,26,15,23,8,0
1160,884,773,1157,1618,1193
1231,1036,912,1799,2070,1636
64,78,42,119,99,88
4407,3334,3065,4586,4710,4240
2812,2374,2265,3848,3992,3841
0,0,11,0,0,0
3184,2830,2584,4389,4493,4455
2057,1405,1394,3960,4051,4060
2411,1976,1923,2917,2613,2448
6,17,4,10,10,20
0,0,11,7,0,0
2808,1891,2071,3424,3641,3659
2523,1835,1845,2359,2899,2493
3894,3042,3124,4903,5088,4403
2205,1894,1715,1421,1598,1227
337,287,310,939,1011,779
2284,1724,1516,1836,1853,1886
3069,2137,2271,3649,4089,3293
215,163,164,370,481,332
783,643,598,508,614,528
2497,2238,1867,3848,4018,4251
4,0,0,0,0,4
79,92,28,80,97,125
3400,2661,2485,3205,3405,2842
90,69,75,195,234,188
9040,6572,7292,8525,10547,8691
27,0,0,0,0,0
25,7,4,6,12,22
2828,2279,2194,3244,3856,3350
1434,999,803,2400,2685,2260
846,631,627,1197,1514,1374
0,4,4,19,0,7
1063,734,777,1215,1431,1234
1301,1254,1129,835,897,928
5313,4240,4132,4989,5946,5148
15371,11709,12307,20682,26264,23171
251,138,125,187,242,228
9338,6947,6228,8042,9596,7939
8118,5961,5762,4933,5144,4636
33,40,12,62,28,24
0,0,0,0,7,0
437,118,461,121,94,112
242,207,200,246,301,250
411,347,355,362,360,335
813,615,685,1132,1551,1239
419,319,267,435,523,573
407,321,324,429,612,522
3829,2730,2494,4225,3532,3400
4,0,16,0,0,0
50,52,32,54,50,88
18377,14331,13963,16509,16345,15415
9252,7314,7347,7304,7534,7479
3352,2867,2509,4702,4919,4359
6639,5523,5789,4814,4494,4055
0,0,0,8,0,0
1688,1228,1191,1636,1886,1629
1270,1000,1014,525,643,510
1165,812,869,804,899,916
38,17,12,100,116,132
0,0,4,0,0,4
1753,1228,1143,1749,2137,1723
12,0,8,16,6,23
203,145,178,155,180,240
814,731,683,1059,1568,1205
13347,11056,10702,11521,12131,11613
148,144,138,190,216,167
38860,32660,30260,35392,36715,34290
1879,1406,1431,2217,2778,2287
2577,2040,1797,3402,3576,3670
1168,874,707,872,924,836
1106,916,985,2355,2888,2376
0,12,14,0,0,8
943,830,707,985,1056,923
36178,30732,29890,32098,30798,28698
0,1,0,15,7,18
123,74,115,139,100,148
11593,8452,8471,11093,11800,10888
455,422,346,683,584,586
1377,938,1017,1871,2251,1860
4617,3819,3733,7326,7533,7220
95,76,46,74,77,123
539,426,368,848,853,933
16,4,0,4,16,8
759,426,480,857,1370,1059
1406,1038,956,2729,2900,2600
856,818,767,1242,1354,1127
698,547,578,994,1259,840
177,185,120,220,208,157
386,289,344,742,631,489
1100,880,741,996,948,949
471,337,358,709,698,571
1704,1177,1317,1197,1696,1473
1042,972,884,1425,1682,1396
30,15,0,83,68,85
950,826,788,1340,1320,1290
2598,1764,1974,2074,2278,1798
132,110,74,134,165,124
9008,6435,6422,7502,9146,7808
9935,6860,6687,9382,10907,9444
1265,850,1044,1443,1623,1438
1010,797,676,1477,1719,1541
2153,1978,1962,2394,2542,2307
4661,3767,3605,5144,6142,5077
950,744,689,1730,1914,2014
12894,10549,9712,11498,10965,10277
19877,14393,14325,22026,26276,21951
11,14,6,27,54,11
39,81,37,126,138,92
473,398,389,752,853,767
10,1,0,12,0,0
0,0,0,4,0,12
7370,5837,6036,6422,7067,6740
8,0,8,4,12,0
1618,1003,1120,2107,2879,2288
1603,1168,1148,2031,2117,1922
2278,1817,2033,5251,5572,4854
942,754,678,909,812,866
0,0,0,8,4,0
29,33,16,39,103,53
3725,2673,2823,3902,4919,4106
4755,3976,3848,5377,5359,4811
118,94,97,142,129,143
5568,4388,4175,5533,6453,5556
29,13,18,40,45,32
2095,1743,1803,2967,3565,3107
12,21,8,27,65,57
152,98,90,161,137,116
0,0,0,12,0,0
11208,9190,8929,8877,9111,8388
1812,1346,1176,2047,2296,2241
54,68,56,66,77,98
728,502,455,748,869,739
442,447,350,502,547,593
0,0,0,4,0,0
15958,12018,11703,20616,23788,19985
3278,2925,2620,2703,3020,2721
3572,3071,3385,3846,5073,4713
4,4,0,6,0,8
5900,5011,5052,8229,8629,7594
964,646,900,1640,1889,1548
27,33,20,30,13,20
421,365,304,655,866,697
0,0,4,4,24,16
23,55,36,11,0,21
15,0,17,8,6,8
3722,2734,2723,4903,5975,5071
3631,2641,2649,4085,4341,3957
14265,10571,9879,12694,16755,13602
1378,1194,1077,910,830,808
0,0,0,14,0,0
151,113,139,238,195,199
3649,3119,2734,2820,2860,2862
1434,1249,1179,1241,1867,1508
116,95,90,168,141,201
2728,1954,1959,3221,3845,3188
1496,1464,1291,1503,1584,1384
4177,2895,2883,4799,5514,4913
3924,2938,2785,4943,5459,4320
3412,2647,2596,3509,3498,3355
6616,5452,5333,4710,4834,4463
0,0,0,4,0,0
86,75,39,40,55,86
3779,3244,2618,2806,3016,3059
12517,10712,10688,16703,16207,15430
2,0,0,0,0,0
1,1,6,3,16,0
1792,1351,1295,2171,1916,1633
7632,6530,6675,9454,10002,9527
19010,14681,14281,24025,27344,24001
3564,2838,2509,4497,5858,3751
2354,1753,1892,3034,3813,2891
988,624,710,1258,1475,1191
7154,5603,5337,7950,9364,7989
13,19,12,40,50,36
17,19,20,12,32,24
141,112,80,160,155,141
4857,4102,3980,4888,5325,4724
36216,28373,26651,32284,34713,29685
6143,4423,4519,6820,9145,7696
2583,2136,2042,3342,4129,3356
1289,1217,964,1980,2053,1913
3297,2614,2597,3532,3931,3331
640,610,570,986,979,746
101,50,39,138,152,119
121,66,128,47,66,67
342,281,307,473,545,414
2907,2147,2368,2930,3105,2598
0,4,0,0,0,0
190,112,70,428,476,380
16,8,4,0,0,0
557,512,435,795,767,729
0,0,0,8,0,0
3569,3045,2517,3853,4525,3741
9002,7691,7333,10385,10515,9232
4073,3264,2937,4414,5299,4657
288,267,211,344,422,362
1867,1257,1348,2474,2575,2152
15470,13159,12571,16268,16391,14670
226,225,156,177,242,210
3993,3368,3245,3445,3752,3236
1732,1414,1367,1479,1448,1241
0,6,0,0,0,0
857,626,641,990,1131,1048
1901,1761,1451,2562,2321,2309
29,31,31,23,57,40
0,0,0,0,0,2
111,68,108,85,117,59
1664,1400,1334,1391,1530,1395
923,858,889,1675,1823,1668
9779,8353,7664,8903,9267,8736
1506,1241,1282,2466,2614,2539
26,49,28,90,105,58
1230,1009,1134,1246,1276,1041
9,4,0,0,5,1
1688,1428,1156,4205,4292,3714
930,681,541,1266,1183,1068
981,878,793,1345,1467,1152
2609,2093,1885,3625,4701,3509
0,0,0,0,2,0
6150,5199,4881,4655,4393,4478
545,428,412,706,755,718
0,0,0,4,0,0
1145,980,800,1353,1526,1314
2291,2081,2076,2080,1920,1700
0,0,0,14,0,0
2679,2221,2155,3132,2716,2448
21009,16406,16091,24181,26084,23940
113,82,80,456,395,325
3141,2232,2351,11210,11890,10888
998,982,805,1369,1454,1200
523,396,496,570,512,508
36,51,39,48,52,33
10,16,17,12,33,38
8775,6340,6533,5057,6586,5569
5229,3844,3882,6739,8854,7443
4025,2912,2567,4676,5825,4681
0,0,20,8,0,12
0,15,9,16,4,10
1366,966,1052,1953,2343,1978
4938,3722,3789,4337,5221,4282
2975,2460,2510,3057,3073,2844
831,745,789,918,1386,964
1027,597,736,1431,1703,1191
430,376,269,283,249,268
175,99,141,277,356,302
7014,5611,5520,6520,7353,6505
139,134,109,255,300,259
6246,4877,4624,7073,7436,6591
443,382,369,210,338,305
10,11,0,0,6,0
938,677,760,1370,1581,1318
650,566,487,737,870,643
2247,1597,1404,2688,3619,2858
316,269,298,771,820,705
185,125,84,214,287,314
0,4,0,0,0,0
14395,12998,12082,8367,8498,7159
22,8,20,8,19,10
629,700,510,377,565,469
1890,1524,1593,2074,2733,2464
900,961,755,751,756,745
9441,7915,7556,7844,7434,7349
7049,5456,5297,8716,9183,8241
4795,4100,3871,4160,3843,3768
1326,1141,968,781,990,1052
1421,1206,1096,2516,2350,2470
3280,2552,2486,5385,5059,4936
4342,4211,3427,3042,2840,2529
972,783,682,1851,2143,1927
0,2,0,0,3,4
0,20,6,8,0,4
5402,4452,4531,5967,7012,5365
54375,46378,47968,74031,79735,69514
0,0,0,2,0,0
422,316,271,354,378,470
10122,9252,7948,10141,10165,9112
16289,14422,14468,13371,13166,12531
3388,2685,2803,4025,3522,3662
706,408,332,660,865,756
0,0,0,0,8,0
26,43,25,23,65,44
84,77,83,175,236,170
869,535,838,1336,1886,1432
0,3,0,0,0,36
35,52,78,94,60,101
61812,45740,46884,62966,67054,51723
2554,2062,1887,3464,4376,3891
578,400,484,687,782,664
3171,2325,2528,3203,3277,3066
13,0,0,0,43,18
656,577,571,808,847,840
431,469,324,389,460,396
8,0,10,8,0,0
49,45,56,81,61,77
1126,965,698,2104,2639,2234
2998,2383,1896,2758,3080,2859
3665,2817,3013,4405,5232,4618
930,532,776,1271,1403,1395
2017,1604,1548,1681,1762,1681
235,175,217,409,472,370
17053,13974,13140,16939,18820,15938
0,0,0,0,0,22
33,35,18,14,17,24
61,26,25,32,24,28
1571,1209,1194,1701,1885,1474
7185,5709,5499,4481,5293,4390
6,35,39,17,33,24
3345,3029,2583,4285,3307,2962
17,28,12,82,104,38
1528,1205,1165,1606,1767,1529
161,166,153,313,299,300
2196,1811,1863,2547,2761,2399
494,251,429,459,545,358
149,149,80,148,97,97
22,11,24,25,9,18
165,112,92,166,179,167
3581,2868,2646,5015,5750,4868
806,516,700,663,1023,900
190,125,94,279,292,254
224,230,171,345,305,361
14,8,12,11,27,30
49,91,44,82,86,72
4121,3478,3164,4901,5772,4670
2213,1716,1316,2589,3028,2334
1991,1685,1305,1881,2140,2064
4928,3941,4015,4233,4764,3942
1908,1398,1469,1717,2806,2027
10739,8784,8808,5559,5643,5181
336,345,264,257,330,298
965,867,838,1064,1046,1129
600,472,519,868,939,830
0,0,10,0,4,0
9480,8369,7456,14615,14827,13478
1516,1170,1176,2358,2427,2322
2714,2139,1958,2317,2261,2452
6577,6024,5213,7481,7695,7166
3145,2660,2515,2990,3947,3055
2016,1569,1350,2341,2686,2205
877,688,775,812,802,816
6873,6180,5429,5269,5369,4787
2814,2179,1810,2885,3413,2832
12800,10487,9252,12356,13020,11687
0,0,0,0,4,0
309,313,286,458,519,483
9,20,12,7,11,11
1428,1228,986,2013,1943,1644
38,22,21,18,11,39
250,313,164,365,297,290
1908,1929,1716,2025,2041,1755
1877,1671,1650,2958,2931,2504
110,154,131,112,91,91
830,571,488,870,880,731
8706,7421,7293,8937,9435,8704
303,344,289,548,627,613
11143,9515,8235,6241,6827,5940
907,677,652,1457,1789,1552
8,8,16,3,4,4
3703,2662,2601,3052,3232,2741
8,7,4,9,0,16
2375,1944,1904,1713,1241,1507
11,3,0,0,0,0
37,22,46,49,41,85
417,212,339,365,526,525
6416,4903,4976,4224,4116,3781
415,266,280,196,179,154
9858,7317,7034,10031,11024,10028
6502,4934,4937,5434,6599,5736
836,717,625,1196,1221,1083
1031,742,708,950,1278,978
2613,2167,1996,3727,3764,3353
3055,2177,2101,2751,2830,2540
867,705,583,1878,2137,2067
1693,1347,1313,1818,2266,1717
12050,10150,8304,9995,10985,9926
16,4,0,0,0,0
15694,12511,11419,11223,11349,10911
4855,4091,3947,3421,3622,3669
5314,4158,3861,3968,4296,4291
287,338,284,468,400,468
116,56,46,126,139,151
1264,836,807,1029,959,983
1952,1733,1471,1447,1716,1603
7832,5766,5674,10553,12611,10615
10,14,21,18,26,29
2411,1941,1874,3850,4609,3819
1634,1158,1050,2774,2929,2396
963,705,736,1260,1541,1242
678,574,425,898,1082,905
8327,7105,6511,8052,7897,7286
27967,22790,21015,20159,22426,20633
13,30,43,102,58,65
6622,5224,4982,9284,10522,9369
7454,5673,5338,12394,13485,12311
3235,2442,2215,2193,2477,2207
12,12,18,16,34,32
2568,1918,1928,2715,3200,2688
14803,11675,11196,16158,16223,14824
87,114,53,138,130,90
0,4,0,0,0,4
26279,23839,22105,27734,27412,25325
3637,2847,2552,5029,5771,4426
8,23,16,21,43,44
40,28,53,31,49,44
812,571,462,792,810,800
2459,1758,1804,2719,3782,3054
9712,8246,8413,14219,14288,13288
679,596,572,997,776,909
929,805,744,1235,1274,1090
61,54,53,33,45,73
455,289,273,397,504,296
1003,847,738,1182,1187,1324
25838,23096,20679,22793,23416,20926
521,427,288,336,334,324
